Model,Years_Working,Production_Year,Range_km,Engine_Type,Fuel_Consumption,Capacity,Hourly_Maintenance_Cost,Region,Price_USD
Airbus A380,7,2017,15533,Turbofan,11.77,845,4895.16,South America,298204851.16
Boeing 737,0,2024,6600,Turbofan,2.56,200,2565.48,Oceania,115548771.69
Airbus A380,8,2016,15646,Turbofan,11.78,841,3986.47,Africa,330276904.56
Airbus A320,28,1996,6768,Turbofan,2.74,185,2701.45,Middle East,20696441.19
Boeing 737,22,2002,6199,Turbofan,2.79,203,4254.57,South America,34863960.37
Boeing 737,22,2002,6761,Turbofan,2.74,205,4205.49,South America,28549059.32
Airbus A320,19,2005,5848,Turbofan,2.55,177,1646.63,Europe,36572081.4
Airbus A350-1000,1,2023,15871,Turbofan,5.04,417,666.88,Asia,405563982.0
Airbus A380,16,2008,15239,Turbofan,12.87,856,2624.7,South America,211188058.53
Boeing 777,13,2011,15640,Turbofan,6.98,389,2998.74,Europe,167033036.06
Boeing 747,27,1997,14246,Turbofan,10.44,659,4777.94,Middle East,89015230.92
Airbus A380,16,2008,15585,Turbofan,11.56,847,840.55,Middle East,189427910.57
Airbus A380,18,2006,15003,Turbofan,11.25,842,1460.72,Oceania,158078962.22
Boeing 777,23,2001,15992,Turbofan,6.19,405,4428.66,Middle East,131200358.95
Cessna 172,31,1993,859,Piston,0.04,4,4835.28,Europe,100000.0
Airbus A320,22,2002,6136,Turbofan,2.73,190,4396.91,Europe,37312876.52
Airbus A380,4,2020,15307,Turbofan,11.41,846,4015.95,South America,404229879.81
Boeing 747,16,2008,13758,Turbofan,10.6,657,3918.43,Europe,169369913.95
Airbus A350-1000,3,2021,15652,Turbofan,5.42,402,3431.27,Asia,276256745.97
Airbus A350-1000,7,2017,16188,Turbofan,5.3,416,2453.28,South America,295474690.26
Boeing 737,19,2005,6244,Turbofan,2.84,213,1353.97,Europe,34381089.85
Boeing 737,26,1998,6077,Turbofan,2.7,204,4182.64,South America,29563225.79
Boeing 747,0,2024,13899,Turbofan,9.53,659,2712.7,Oceania,490032075.17
Boeing 747,31,1993,13699,Turbofan,10.52,659,3517.74,Asia,68789154.83
Cessna 172,24,2000,1352,Piston,0.04,4,3315.07,Oceania,106015.28
Airbus A320,2,2022,6481,Turbofan,2.3,171,2956.2,Middle East,85709534.78
Airbus A350-1000,4,2020,16373,Turbofan,5.33,416,3675.81,North America,296933869.67
Boeing 747,2,2022,13920,Turbofan,10.51,657,3343.82,Africa,340629015.78
Cessna 172,4,2020,1292,Piston,0.04,4,1039.42,Middle East,351587.79
Boeing 777,3,2021,15960,Turbofan,7.41,391,3517.23,Europe,321063715.2
Boeing 737,3,2021,6152,Turbofan,2.6,217,2301.39,Africa,77418319.33
Boeing 747,13,2011,13534,Turbofan,9.41,655,3506.1,Oceania,188306904.72
Airbus A380,17,2007,15124,Turbofan,11.01,847,4999.59,North America,177585929.04
Boeing 747,1,2023,14285,Turbofan,9.72,670,1680.12,Africa,425883991.29
Cessna 172,27,1997,1769,Piston,0.04,4,3038.41,Oceania,100000.0
Boeing 737,10,2014,6904,Turbofan,2.82,213,4479.5,Middle East,53523578.24
Cessna 172,34,1990,1649,Piston,0.04,4,4581.1,Africa,100000.0
Boeing 777,11,2013,15428,Turbofan,6.37,402,2621.68,Middle East,232056707.6
Boeing 777,7,2017,15668,Turbofan,6.67,394,2557.86,Oceania,230427507.01
Boeing 777,24,2000,15973,Turbofan,6.48,393,1725.45,Europe,100898384.04
Airbus A350-1000,8,2016,15840,Turbofan,5.43,417,577.82,Asia,236864920.92
Airbus A320,26,1998,6725,Turbofan,2.65,179,1974.48,South America,30923212.67
Airbus A320,13,2011,6577,Turbofan,2.29,178,3513.16,South America,49569643.89
Boeing 737,13,2011,6675,Turbofan,2.49,208,3799.96,North America,49577176.19
Boeing 737,10,2014,6883,Turbofan,2.75,212,2318.02,Europe,56807515.32
Airbus A380,15,2009,15174,Turbofan,12.13,843,3664.45,South America,213173950.48
Airbus A350-1000,1,2023,15905,Turbofan,5.69,410,760.49,Middle East,409397635.01
Boeing 737,6,2018,6442,Turbofan,2.61,208,2169.78,Middle East,79147308.81
Airbus A380,10,2014,15070,Turbofan,11.65,846,1250.68,Oceania,220158481.01
Boeing 737,1,2023,6245,Turbofan,2.81,208,569.27,Asia,92551160.26
Cessna 172,4,2020,1598,Piston,0.04,4,3947.62,Asia,292462.94
Cessna 172,10,2014,1216,Piston,0.04,4,4554.58,Asia,251061.8
Airbus A320,22,2002,6730,Turbofan,2.68,182,1803.84,Middle East,32431009.73
Airbus A380,15,2009,14724,Turbofan,13.08,857,1820.63,Europe,207645398.82
Boeing 777,3,2021,16142,Turbofan,7.41,390,1486.04,Africa,265560379.1
Airbus A320,25,1999,5887,Turbofan,2.45,186,2979.82,Africa,31365546.74
Airbus A320,33,1991,6746,Turbofan,2.58,185,956.18,Europe,17390126.93
Airbus A380,3,2021,15170,Turbofan,11.01,848,1083.29,Asia,309036265.25
Cessna 172,29,1995,1592,Piston,0.04,4,2415.87,North America,102922.55
Boeing 777,24,2000,16085,Turbofan,7.22,394,3774.62,South America,100552459.2
Boeing 737,14,2010,6404,Turbofan,2.69,205,3840.83,South America,55246158.14
Airbus A380,0,2024,14769,Turbofan,12.61,854,2271.53,South America,414071595.7
Airbus A380,12,2012,15150,Turbofan,12.31,840,2574.08,Europe,274210618.22
Cessna 172,20,2004,1198,Piston,0.04,4,1382.26,Oceania,167072.47
Airbus A380,3,2021,15255,Turbofan,10.82,845,3118.21,Africa,426055922.3
Boeing 747,33,1991,14138,Turbofan,9.44,667,2587.51,South America,71780393.08
Airbus A380,13,2011,14793,Turbofan,12.67,843,2193.04,Europe,265483553.71
Airbus A350-1000,4,2020,16094,Turbofan,4.96,403,1199.08,Middle East,357013149.34
Boeing 737,8,2016,6347,Turbofan,2.72,201,2890.62,South America,70936180.99
Airbus A350-1000,0,2024,15821,Turbofan,5.49,403,4840.88,South America,317421663.76
Boeing 737,21,2003,6749,Turbofan,2.91,211,849.47,Asia,39714464.95
Boeing 747,18,2006,13686,Turbofan,10.54,657,2835.86,Middle East,133263174.55
Boeing 737,29,1995,6484,Turbofan,2.74,210,4600.36,Europe,22333951.74
Airbus A320,3,2021,6081,Turbofan,2.69,172,4361.77,North America,77650893.95
Airbus A350-1000,5,2019,15932,Turbofan,4.91,414,1127.88,Asia,263438115.63
Cessna 172,7,2017,1297,Piston,0.04,4,3485.34,Oceania,254126.37
Boeing 777,21,2003,15618,Turbofan,6.62,403,1104.01,Asia,125201985.66
Boeing 737,25,1999,6300,Turbofan,2.49,212,551.07,Middle East,24714116.66
Cessna 172,7,2017,1690,Piston,0.04,4,3967.58,Asia,295902.78
Airbus A320,22,2002,6525,Turbofan,2.42,171,884.55,Oceania,34222181.1
Boeing 737,29,1995,6637,Turbofan,2.9,217,1289.09,Middle East,21661405.56
Airbus A380,9,2015,15588,Turbofan,12.18,847,4333.27,Middle East,282125912.02
Boeing 747,26,1998,13519,Turbofan,10.13,665,2235.84,Europe,116405894.53
Airbus A350-1000,6,2018,16281,Turbofan,5.39,401,2208.84,Africa,250287483.19
Cessna 172,26,1998,1551,Piston,0.04,4,3769.07,North America,119137.18
Airbus A380,16,2008,15593,Turbofan,12.49,842,2384.91,Asia,222338340.34
Airbus A380,0,2024,14908,Turbofan,12.42,845,3629.64,Middle East,370072553.75
Airbus A380,15,2009,14726,Turbofan,12.51,845,1486.86,Middle East,230137082.95
Airbus A320,9,2015,6639,Turbofan,2.56,173,3513.64,Oceania,53355300.72
Airbus A380,10,2014,15062,Turbofan,12.33,853,2488.12,Asia,231387435.08
Boeing 777,22,2002,15429,Turbofan,7.18,397,550.57,Africa,112753930.17
Boeing 737,9,2015,6870,Turbofan,2.51,211,568.24,Oceania,60243200.63
Airbus A350-1000,0,2024,16049,Turbofan,4.8,402,714.76,North America,381090905.1
Airbus A320,27,1997,6538,Turbofan,2.49,184,2716.56,Europe,23319214.29
Airbus A380,9,2015,15179,Turbofan,11.23,852,597.6,North America,304533221.37
Airbus A350-1000,8,2016,15702,Turbofan,5.08,419,1094.36,South America,236992609.12
Cessna 172,5,2019,904,Piston,0.04,4,1182.4,Middle East,332768.67
Boeing 747,24,2000,13364,Turbofan,9.64,652,1206.19,Europe,127244130.83
Boeing 747,15,2009,13547,Turbofan,10.53,653,2032.14,Middle East,197753123.02
Airbus A380,11,2013,14758,Turbofan,10.81,860,3612.82,Oceania,235666131.35
Airbus A320,4,2020,6653,Turbofan,2.73,184,4218.58,Oceania,79002894.47
Boeing 777,23,2001,15943,Turbofan,6.87,394,2624.05,Africa,129062251.51
Cessna 172,21,2003,1221,Piston,0.04,4,4433.2,South America,112055.25
Airbus A380,9,2015,15535,Turbofan,11.95,849,1037.61,Europe,282265313.85
Boeing 737,31,1993,6793,Turbofan,2.67,217,2182.76,North America,18985237.71
Airbus A380,0,2024,14807,Turbofan,12.51,843,3607.83,North America,529207707.84
Boeing 747,23,2001,14207,Turbofan,9.07,664,955.28,Asia,138796097.64
Boeing 747,13,2011,13795,Turbofan,9.04,666,4824.12,North America,191835691.71
Boeing 737,33,1991,7059,Turbofan,2.65,220,4880.88,Oceania,16442802.53
Airbus A380,17,2007,15317,Turbofan,13.18,843,2109.47,Middle East,209855091.12
Airbus A380,15,2009,15226,Turbofan,12.99,850,2552.42,Middle East,235854893.3
Airbus A350-1000,6,2018,16362,Turbofan,4.83,404,3974.48,South America,223658724.81
Boeing 777,6,2018,15925,Turbofan,6.24,389,2512.07,South America,304043603.07
Boeing 777,11,2013,15296,Turbofan,6.54,405,1217.19,Asia,169573548.92
Cessna 172,19,2005,1474,Piston,0.04,4,945.71,Oceania,180509.07
Boeing 777,3,2021,15478,Turbofan,6.47,395,4054.69,Africa,281825800.8
Airbus A350-1000,3,2021,16528,Turbofan,5.48,414,2544.03,Middle East,336285565.84
Boeing 747,29,1995,13604,Turbofan,10.33,659,3476.21,Oceania,90230879.17
Boeing 747,33,1991,14031,Turbofan,10.04,664,1694.71,Oceania,75031934.83
Boeing 737,21,2003,6558,Turbofan,2.61,218,2085.45,South America,39587108.84
Airbus A320,24,2000,6765,Turbofan,2.65,183,2639.23,Europe,34140729.49
Boeing 747,33,1991,13747,Turbofan,9.73,650,666.94,South America,82621896.85
Boeing 747,13,2011,13523,Turbofan,9.78,660,640.82,Europe,188147039.68
Boeing 777,2,2022,15981,Turbofan,7.1,390,2706.4,South America,365361578.94
Boeing 777,28,1996,15247,Turbofan,6.32,392,2484.76,Middle East,70105215.87
Boeing 737,26,1998,6362,Turbofan,2.88,212,3412.4,Asia,21902400.26
Boeing 747,27,1997,14254,Turbofan,9.74,670,4319.26,South America,84133041.36
Airbus A380,17,2007,15655,Turbofan,11.65,847,870.06,South America,151411974.16
Boeing 747,32,1992,13576,Turbofan,9.24,657,2318.38,South America,85190099.4
Cessna 172,2,2022,1485,Piston,0.04,4,1422.71,Oceania,291305.44
Boeing 737,19,2005,6736,Turbofan,2.46,213,4002.81,North America,42302237.19
Boeing 747,14,2010,13908,Turbofan,9.06,663,4694.39,South America,200346102.58
Boeing 747,8,2016,13745,Turbofan,9.35,661,2154.55,Europe,235070862.81
Cessna 172,17,2007,1652,Piston,0.04,4,3262.27,North America,180783.1
Boeing 777,3,2021,15341,Turbofan,7.05,393,4308.35,Europe,275170010.37
Boeing 747,8,2016,13553,Turbofan,10.27,654,871.16,Europe,287257557.68
Airbus A320,33,1991,6601,Turbofan,2.4,188,2636.03,Asia,15185661.62
Boeing 747,26,1998,13486,Turbofan,9.47,650,4481.49,Europe,93858838.72
Airbus A380,19,2005,15446,Turbofan,12.73,850,1153.58,Africa,142276988.81
Airbus A380,13,2011,15624,Turbofan,11.85,859,635.41,Africa,213844174.91
Airbus A320,8,2016,6726,Turbofan,2.46,183,2890.88,South America,57557726.49
Cessna 172,34,1990,785,Piston,0.04,4,3961.78,Middle East,100000.0
Cessna 172,26,1998,1472,Piston,0.04,4,3188.6,Middle East,108661.57
Boeing 747,26,1998,13714,Turbofan,9.5,650,1893.06,North America,118603728.27
Airbus A380,9,2015,14934,Turbofan,13.14,840,2733.37,North America,233213770.4
Boeing 747,15,2009,13320,Turbofan,10.51,665,617.64,North America,167969913.81
Boeing 737,26,1998,6970,Turbofan,2.91,206,1849.66,Africa,22760616.72
Airbus A380,2,2022,14796,Turbofan,12.14,860,3637.88,South America,368789723.76
Airbus A380,7,2017,15411,Turbofan,13.17,844,4452.35,Europe,257438167.75
Cessna 172,24,2000,1422,Piston,0.04,4,1151.79,Oceania,100000.0
Cessna 172,5,2019,1024,Piston,0.04,4,4941.0,Middle East,280816.9
Boeing 737,34,1990,6265,Turbofan,2.95,220,2163.11,North America,19901066.6
Airbus A320,19,2005,6320,Turbofan,2.58,174,3520.58,South America,34739855.2
Airbus A350-1000,0,2024,16035,Turbofan,5.45,415,2225.44,Africa,428389587.24
Boeing 777,30,1994,15548,Turbofan,6.76,401,2280.28,Asia,81203384.63
Boeing 777,3,2021,15286,Turbofan,7.23,401,2209.02,Middle East,253786064.98
Airbus A350-1000,2,2022,16470,Turbofan,5.01,410,2137.16,Africa,342722617.46
Cessna 172,32,1992,1445,Piston,0.04,4,2321.62,Europe,100000.0
Airbus A380,17,2007,15219,Turbofan,11.1,851,2257.44,Europe,189896712.82
Boeing 737,21,2003,6702,Turbofan,2.6,218,3669.41,Oceania,28886825.66
Airbus A320,11,2013,6551,Turbofan,2.4,179,2467.09,Oceania,64788793.68
Airbus A350-1000,8,2016,15634,Turbofan,5.1,407,803.83,Asia,239594193.6
Airbus A350-1000,8,2016,15902,Turbofan,5.26,410,1869.62,Oceania,278542969.79
Boeing 747,31,1993,13950,Turbofan,9.18,666,3831.12,Europe,72858985.46
Cessna 172,5,2019,856,Piston,0.04,4,3546.43,Middle East,342552.94
Airbus A320,19,2005,6123,Turbofan,2.41,185,4586.58,North America,39140724.84
Cessna 172,12,2012,1592,Piston,0.04,4,2363.47,North America,239230.76
Cessna 172,5,2019,1361,Piston,0.04,4,4990.7,Middle East,333065.93
Airbus A320,23,2001,5801,Turbofan,2.66,170,793.65,Europe,28067098.41
Boeing 737,14,2010,7044,Turbofan,2.49,204,3630.34,Middle East,40478870.8
Airbus A380,13,2011,15051,Turbofan,12.77,848,4203.7,Europe,199162210.96
Boeing 737,4,2020,6595,Turbofan,2.49,206,2652.14,Africa,70018507.92
Boeing 747,6,2018,13572,Turbofan,10.85,658,3408.65,Oceania,284378068.13
Boeing 777,23,2001,15319,Turbofan,7.01,397,2627.69,North America,98969144.22
Cessna 172,8,2016,1041,Piston,0.04,4,716.13,Africa,268580.89
Boeing 737,31,1993,6584,Turbofan,2.45,200,2063.1,Oceania,19060277.51
Boeing 747,7,2017,14193,Turbofan,9.95,657,2232.24,South America,282742166.12
Boeing 737,32,1992,6681,Turbofan,2.57,216,1097.75,Europe,21004597.49
Cessna 172,5,2019,873,Piston,0.04,4,1775.46,Europe,350693.12
Airbus A350-1000,0,2024,16195,Turbofan,4.7,405,2689.18,Europe,339452269.28
Airbus A320,32,1992,6551,Turbofan,2.54,185,3472.04,Oceania,21279231.39
Airbus A380,6,2018,15070,Turbofan,13.05,860,4800.05,Asia,313801653.8
Airbus A350-1000,0,2024,16325,Turbofan,5.52,420,619.76,Middle East,384009812.61
Cessna 172,1,2023,1026,Piston,0.04,4,1808.87,Africa,311695.08
Airbus A350-1000,6,2018,15846,Turbofan,5.41,408,4354.96,Middle East,299649446.85
Boeing 777,3,2021,15984,Turbofan,7.14,403,4807.15,Europe,337408989.26
Boeing 777,13,2011,15851,Turbofan,7.37,402,4214.76,Europe,152881087.29
Airbus A380,19,2005,14848,Turbofan,12.28,855,2625.31,Africa,189396933.54
Airbus A350-1000,3,2021,16093,Turbofan,4.84,420,1085.92,Oceania,276802199.92
Airbus A320,0,2024,6792,Turbofan,2.61,171,4520.04,North America,86090255.2
Cessna 172,4,2020,1190,Piston,0.04,4,1564.4,Africa,364642.36
Boeing 737,17,2007,6380,Turbofan,2.95,204,509.95,North America,44489391.5
Airbus A380,6,2018,15323,Turbofan,11.81,843,943.0,Middle East,311131592.47
Airbus A350-1000,5,2019,15896,Turbofan,4.68,410,2847.51,North America,335706076.4
Boeing 747,17,2007,13736,Turbofan,10.65,661,2255.34,Oceania,173228123.55
Boeing 777,30,1994,15530,Turbofan,6.24,403,2037.82,Oceania,78846528.37
Boeing 747,6,2018,13768,Turbofan,10.98,661,2994.68,Middle East,289147190.92
Airbus A350-1000,0,2024,16153,Turbofan,5.31,410,2361.2,Asia,370032484.67
Airbus A350-1000,7,2017,16401,Turbofan,4.86,415,4577.14,Africa,235882735.22
Airbus A320,34,1990,6292,Turbofan,2.59,178,2932.43,Asia,17394194.88
Airbus A380,7,2017,14716,Turbofan,12.52,847,4461.9,Africa,254937920.69
Boeing 737,28,1996,6592,Turbofan,2.5,205,1842.8,Oceania,25295699.07
Boeing 737,6,2018,6118,Turbofan,2.8,217,3865.43,Europe,71729551.83
Airbus A320,16,2008,6484,Turbofan,2.43,183,1336.37,Africa,49371135.0
Airbus A380,10,2014,14781,Turbofan,11.11,849,2568.6,North America,219852426.54
Airbus A380,2,2022,15182,Turbofan,12.2,844,2497.05,North America,426148300.85
Airbus A320,19,2005,5988,Turbofan,2.48,184,3770.27,Middle East,31808802.13
Airbus A380,9,2015,15239,Turbofan,11.72,843,3816.43,Europe,279227083.63
Airbus A320,7,2017,6158,Turbofan,2.47,171,4800.21,Europe,57230165.24
Cessna 172,21,2003,1362,Piston,0.04,4,4741.3,Asia,121128.68
Airbus A320,34,1990,6397,Turbofan,2.25,184,3947.47,Asia,20284299.3
Airbus A320,9,2015,6528,Turbofan,2.61,183,3995.21,North America,56278725.98
Airbus A350-1000,7,2017,16474,Turbofan,4.94,420,1870.65,Middle East,210784115.24
Boeing 777,29,1995,15603,Turbofan,6.43,395,1456.91,Europe,94370290.84
Boeing 747,7,2017,13634,Turbofan,10.81,658,4275.01,South America,283432526.3
Boeing 737,3,2021,7065,Turbofan,2.72,220,1603.75,South America,97630835.41
Airbus A320,6,2018,5840,Turbofan,2.37,184,3216.25,Asia,82728119.07
Boeing 747,26,1998,13518,Turbofan,10.4,668,4423.08,Africa,95354191.83
Airbus A350-1000,0,2024,16184,Turbofan,4.8,401,2248.26,Middle East,311588981.12
Boeing 737,5,2019,6759,Turbofan,2.46,200,1109.05,Africa,90899934.57
Airbus A320,17,2007,5821,Turbofan,2.66,175,4527.49,North America,49201501.8
Airbus A350-1000,3,2021,15994,Turbofan,5.7,408,3823.22,Asia,334812091.3
Airbus A350-1000,3,2021,16016,Turbofan,5.55,406,3432.78,Europe,364932370.45
Boeing 737,13,2011,6828,Turbofan,2.91,213,2998.35,North America,42163709.55
Airbus A320,7,2017,6131,Turbofan,2.63,183,3614.19,Asia,81468592.08
Airbus A320,5,2019,6105,Turbofan,2.44,182,4206.98,Africa,73194225.36
Boeing 777,15,2009,15520,Turbofan,7.02,389,3933.41,South America,167201493.39
Boeing 777,25,1999,15273,Turbofan,7.21,387,3895.19,Oceania,108726401.47
Boeing 737,10,2014,6838,Turbofan,2.59,211,2230.57,Oceania,49442959.67
Airbus A320,6,2018,6726,Turbofan,2.26,171,2411.09,Africa,86470288.55
Boeing 777,10,2014,15241,Turbofan,6.9,391,1554.28,Asia,253226704.62
Airbus A350-1000,3,2021,15760,Turbofan,5.43,418,3295.07,Middle East,256962350.89
Airbus A380,18,2006,14962,Turbofan,11.7,846,3459.49,South America,153392749.0
Airbus A350-1000,0,2024,15975,Turbofan,5.4,404,3299.94,South America,308378570.4
Boeing 777,21,2003,15787,Turbofan,7.25,395,888.98,North America,128992486.35
Boeing 777,8,2016,15611,Turbofan,6.53,389,3095.62,Asia,195943076.87
Boeing 737,30,1994,6238,Turbofan,2.47,212,4519.65,Asia,23963691.45
Airbus A380,13,2011,14713,Turbofan,12.26,850,4505.1,North America,203378730.69
Cessna 172,32,1992,928,Piston,0.04,4,1736.5,North America,100000.0
Airbus A380,16,2008,15046,Turbofan,11.26,849,4916.57,North America,195929278.5
Airbus A320,13,2011,6392,Turbofan,2.55,172,4902.77,Asia,61787883.83
Airbus A380,11,2013,14775,Turbofan,11.55,846,701.28,Oceania,293585472.39
Boeing 747,18,2006,14004,Turbofan,10.26,666,3917.03,Europe,192632314.51
Cessna 172,23,2001,1651,Piston,0.04,4,4155.29,Middle East,129220.28
Boeing 777,10,2014,15230,Turbofan,7.15,388,598.15,South America,176478316.16
Boeing 737,26,1998,6079,Turbofan,2.67,219,4928.66,Middle East,25847131.89
Cessna 172,19,2005,1340,Piston,0.04,4,4657.41,Oceania,120810.1
Boeing 747,31,1993,14118,Turbofan,9.85,652,1152.91,Europe,77392162.39
Cessna 172,7,2017,973,Piston,0.04,4,683.96,Africa,333011.6
Boeing 747,13,2011,13891,Turbofan,10.85,652,4147.15,North America,206214499.62
Airbus A320,33,1991,6474,Turbofan,2.58,189,1731.83,Middle East,15176218.96
Boeing 777,4,2020,15852,Turbofan,6.24,389,4541.09,Africa,341824263.21
Airbus A350-1000,5,2019,16096,Turbofan,5.13,416,4704.19,North America,307542583.47
Boeing 747,33,1991,13538,Turbofan,9.7,653,2669.33,Europe,90429356.38
Airbus A350-1000,8,2016,16479,Turbofan,4.96,403,4618.98,Oceania,235257616.83
Airbus A380,7,2017,14949,Turbofan,12.07,856,1931.8,Asia,264989134.73
Boeing 737,2,2022,6923,Turbofan,2.91,220,3653.57,Oceania,86987053.75
Airbus A380,1,2023,14756,Turbofan,11.92,845,2467.7,Europe,402524744.26
Boeing 747,33,1991,13463,Turbofan,9.57,657,3003.34,South America,63991704.22
Airbus A350-1000,4,2020,16121,Turbofan,5.6,410,4925.64,Europe,335874383.19
Boeing 737,29,1995,6661,Turbofan,2.57,214,2481.39,Europe,19536418.0
Cessna 172,29,1995,978,Piston,0.04,4,3344.57,Asia,100000.0
Boeing 747,6,2018,14010,Turbofan,9.47,656,4616.69,Africa,273500370.41
Airbus A320,31,1993,6048,Turbofan,2.5,180,4877.65,Middle East,20478086.84
Airbus A320,17,2007,6546,Turbofan,2.42,172,3165.24,Asia,47156939.26
Cessna 172,10,2014,1668,Piston,0.04,4,3036.17,Oceania,243742.1
Airbus A320,26,1998,5891,Turbofan,2.73,172,862.25,Africa,30398134.83
Boeing 737,0,2024,6357,Turbofan,2.74,202,548.67,Middle East,88766123.5
Airbus A350-1000,2,2022,16002,Turbofan,5.66,407,2462.9,Africa,264436779.58
Airbus A350-1000,0,2024,16130,Turbofan,5.34,419,1108.09,Asia,298508074.16
Boeing 777,8,2016,15371,Turbofan,7.06,394,4775.73,Europe,211663607.6
Boeing 747,8,2016,13433,Turbofan,10.55,660,3248.62,South America,268238581.12
Boeing 737,5,2019,6592,Turbofan,2.8,202,3124.85,Middle East,72217921.87
Airbus A350-1000,8,2016,15853,Turbofan,4.73,415,3015.72,North America,195391263.25
Airbus A350-1000,3,2021,16172,Turbofan,5.06,416,1494.81,South America,346799037.59
Boeing 737,2,2022,6467,Turbofan,2.63,200,1419.4,Middle East,105978412.83
Cessna 172,17,2007,1154,Piston,0.04,4,2832.22,Oceania,188224.24
Airbus A350-1000,7,2017,15789,Turbofan,5.32,419,4039.05,Africa,277387321.21
Boeing 747,10,2014,13541,Turbofan,9.67,653,1463.03,Europe,220888147.9
Boeing 737,25,1999,6315,Turbofan,2.66,209,2827.23,South America,27931016.44
Boeing 777,21,2003,15876,Turbofan,7.34,388,1587.34,Asia,132400867.7
Airbus A320,20,2004,5824,Turbofan,2.53,175,3015.18,Asia,40622993.52
Boeing 747,17,2007,13849,Turbofan,9.97,654,1048.98,Oceania,201871038.49
Boeing 777,14,2010,15797,Turbofan,6.25,395,3993.17,South America,180870872.59
Boeing 777,28,1996,16048,Turbofan,6.45,397,4783.87,Asia,97888208.47
Boeing 747,12,2012,13546,Turbofan,9.35,658,4460.07,Asia,190006244.77
Boeing 747,4,2020,14222,Turbofan,9.98,667,2405.95,Asia,333138896.91
Boeing 737,11,2013,6342,Turbofan,2.9,214,729.74,Asia,64910649.22
Airbus A320,20,2004,6029,Turbofan,2.52,173,1565.6,South America,33496499.05
Airbus A350-1000,2,2022,16542,Turbofan,5.7,410,1368.76,Africa,322905140.42
Boeing 737,23,2001,6870,Turbofan,2.64,217,4959.2,Asia,31758582.93
